"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","AGE","Age","NAT","Citizenship","COU","Country of residence","Value","Flag Codes","Flags"
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",294729,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",10342584,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",94723851,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",105361164,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",3059952,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",10805358,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",99566243,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",113431553,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",467179,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",317539,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",319278,,
"EURO","Europe","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",1103996,,
"EURO","Europe","0","Native-born","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",53112,,
"EURO","Europe","0","Native-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",7241242,,
"EURO","Europe","0","Native-born","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",4874242,,
"EURO","Europe","0","Native-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",12168596,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",520291,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",7558781,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",5193520,,
"EURO","Europe","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",13272592,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",3431130,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",603023,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",5185953,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",9220106,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",371960,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",18440117,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",147332159,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",166144236,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",3803090,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",19043140,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",152518112,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",175364342,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",2018143,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",516564,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",2939121,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",5473828,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",89235,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",7237014,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",36099763,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",43426012,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",2107378,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",7753578,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",39038884,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",48899840,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",8681675,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",1899900,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",13286744,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",23868319,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",809036,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",43260957,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",283030015,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",327100008,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",9490711,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",45160857,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",296316759,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",350968327,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",247708,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",85852,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",328987,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",662547,,
"NOAM","North America","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",565,,
"NOAM","North America","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",103837737,,
"NOAM","North America","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",103838302,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",248273,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",85852,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",104166724,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",104500849,,
"NOAM","North America","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",21101,,
"NOAM","North America","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",29159,,
"NOAM","North America","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",4773,,
"NOAM","North America","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",55033,,
"NOAM","North America","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",21101,,
"NOAM","North America","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",29159,,
"NOAM","North America","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",4773,,
"NOAM","North America","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",55033,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",104739,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",76542,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",177926,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",359207,,
"NOAM","North America","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",425,,
"NOAM","North America","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",43664722,,
"NOAM","North America","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",43665147,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",105164,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",76542,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",43842648,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",44024354,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",348590,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",132438,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",309227,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",790255,,
"NOAM","North America","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",675,,
"NOAM","North America","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",56816730,,
"NOAM","North America","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",56817405,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",349265,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",132438,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",57125957,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",57607660,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",722138,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",323991,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",820913,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",1867042,,
"NOAM","North America","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",1665,,
"NOAM","North America","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",204319189,,
"NOAM","North America","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",204320854,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",723803,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",323991,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",205140102,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",206187896,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",140276,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",108303,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",178304,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",426883,,
"OCEA","Oceania","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",2841,,
"OCEA","Oceania","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",842467,,
"OCEA","Oceania","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",2950150,,
"OCEA","Oceania","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",3795458,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",143117,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",950770,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",3128454,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",4222341,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",24204,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",41350,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",15113,,
"OCEA","Oceania","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",80667,,
"OCEA","Oceania","0","Native-born","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",1494,,
"OCEA","Oceania","0","Native-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",264679,,
"OCEA","Oceania","0","Native-born","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",793921,,
"OCEA","Oceania","0","Native-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",1060094,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",25698,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",306029,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",809034,,
"OCEA","Oceania","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",1140761,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",119157,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",64277,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",111645,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",295079,,
"OCEA","Oceania","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",6413,,
"OCEA","Oceania","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",626015,,
"OCEA","Oceania","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",4508839,,
"OCEA","Oceania","0","Native-born","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",5141267,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",125570,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",690292,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",4620484,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",5436346,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",96558,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",101026,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",104510,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",302094,,
"OCEA","Oceania","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",1019,,
"OCEA","Oceania","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",531267,,
"OCEA","Oceania","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",1867914,,
"OCEA","Oceania","0","Native-born","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",2400200,,
"OCEA","Oceania","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",97577,,
"OCEA","Oceania","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",632293,,
"OCEA","Oceania","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",1972424,,
"OCEA","Oceania","ALL_FBORN","All places of birth","3_4","ISCED 5/6","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",2702294,,
"OCEA","Oceania","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",380195,,
"OCEA","Oceania","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",314956,,
"OCEA","Oceania","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",409572,,
"OCEA","Oceania","1","Foreign-born","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",1104723,,
"OCEA","Oceania","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",11767,,
"OCEA","Oceania","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",2264428,,
"OCEA","Oceania","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",10120824,,
"OCEA","Oceania","0","Native-born","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",12397019,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",391962,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",2579384,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",10530396,,
"OCEA","Oceania","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",13501742,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",3135557,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",72443,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",2855115,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",6063115,,
"SCAC","South and Central America and Caribbean","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",10278003,,
"SCAC","South and Central America and Caribbean","0","Native-born","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",10278003,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",3135557,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",10350446,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",2855115,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","2","ISCED 3/4","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",16341118,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",44938,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",52184,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",12639,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",109761,,
"SCAC","South and Central America and Caribbean","0","Native-born","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",959987,,
"SCAC","South and Central America and Caribbean","0","Native-born","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",959987,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",44938,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","99","Unknown citizenship status","OTO","OECD - Total",1012171,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","1","Citizen of the country of residence","OTO","OECD - Total",12639,,
"SCAC","South and Central America and Caribbean","ALL_FBORN","All places of birth","99","Unknown education","ALL_AGE","All ages","ALL_NAT","All citizenships","OTO","OECD - Total",1069748,,
"SCAC","South and Central America and Caribbean","1","Foreign-born","1","ISCED 0/1/2","ALL_AGE","All ages","2","Citizen of another country","OTO","OECD - Total",6842175,,
